block_number,timestamp,gas_used,gas_limit,base_fee,transaction_count,priority_fee,mempool_size,gas_price_gwei
24688411,2026-03-19 02:01:35,18906903,60000000,70519102,70,1971192239,,2.041711
24688412,2026-03-19 02:01:47,41662301,60000000,67259622,157,738810712,,0.80607
24688413,2026-03-19 02:01:59,59378104,60000000,70527963,1004,120673810,,0.191202
24688414,2026-03-19 02:02:11,26740963,60000000,79161203,308,625672893,,0.704834
24688415,2026-03-19 02:02:23,51385684,60000000,78086248,645,181910428,,0.259997
24688416,2026-03-19 02:02:35,59988611,60000000,85044280,1651,77676243,,0.162721
24688417,2026-03-19 02:02:47,25751072,60000000,95670779,349,425697850,,0.521369
24688418,2026-03-19 02:02:59,15517927,60000000,93977037,110,625422404,,0.719399
24688419,2026-03-19 02:03:11,39964910,60000000,88306278,656,115878602,,0.204185
24688420,2026-03-19 02:03:35,39231689,60000000,91972795,602,254473279,,0.346446
24688421,2026-03-19 02:03:47,25618535,60000000,95510562,539,113002734,,0.208513
24688422,2026-03-19 02:03:59,35226290,60000000,93766912,632,322271291,,0.416038
24688423,2026-03-19 02:04:11,28506170,60000000,95808799,312,413479487,,0.509288
24688424,2026-03-19 02:04:23,24495695,59941408,95212458,321,206098969,,0.301311
24688425,2026-03-19 02:04:35,26965215,59999943,93038298,437,195539036,,0.288577
24688426,2026-03-19 02:04:47,39157848,60000000,91861845,935,123832222,,0.215694
24688427,2026-03-19 02:05:11,41337204,59941408,95367081,440,490192777,,0.58556
24688428,2026-03-19 02:05:23,12594731,59999943,99888120,190,547656078,,0.647544
24688429,2026-03-19 02:05:35,12098628,60000000,92644044,198,261703222,,0.354347
24688430,2026-03-19 02:05:47,40505004,59941408,85733813,675,196770105,,0.282504
24688431,2026-03-19 02:05:59,25569308,59999943,89500598,335,312291078,,0.401792
24688432,2026-03-19 02:06:11,22267563,60000000,87848318,458,127552248,,0.215401
24688433,2026-03-19 02:06:23,33133971,60000000,85017979,603,161963236,,0.246981
24688434,2026-03-19 02:06:35,29573126,60000000,86128161,301,305172620,,0.391301
24688435,2026-03-19 02:06:47,23263406,60000000,85974970,221,636351142,,0.722326
24688436,2026-03-19 02:06:59,23159038,60000000,83561727,389,240794532,,0.324356
24688437,2026-03-19 02:07:11,19748543,60000000,81179883,89,1133857271,,1.215037
24688438,2026-03-19 02:07:23,16559405,60000000,77712333,109,556918616,,0.634631
24688439,2026-03-19 02:07:35,7486903,59941408,73360250,74,858189668,,0.93155
24688440,2026-03-19 02:07:47,20008591,59882873,66480961,177,266279331,,0.33276
24688441,2026-03-19 02:07:59,59940250,59941351,63724142,1051,114767274,,0.178491
24688442,2026-03-19 02:08:11,51355145,59999886,71689367,1834,19226552,,0.090916
24688443,2026-03-19 02:08:23,49177662,60000000,78068299,640,260695757,,0.338764
24688444,2026-03-19 02:08:35,44939035,60000000,84306496,307,202881407,,0.287188
24688445,2026-03-19 02:08:47,32912590,59941408,89554236,401,183373666,,0.272928
24688446,2026-03-19 02:08:59,28646860,59999943,90653052,372,265236899,,0.35589
24688447,2026-03-19 02:09:11,24577673,60000000,90141953,446,184928478,,0.27507
24688448,2026-03-19 02:09:23,16024803,60000000,88105374,250,235638744,,0.323744
24688449,2026-03-19 02:09:35,27507162,59941408,82975000,597,136378936,,0.219354
24688450,2026-03-19 02:09:47,32644693,59999943,82122450,522,157099089,,0.239222
24688451,2026-03-19 02:09:59,52043972,60000000,83027413,1235,69275680,,0.152303
24688452,2026-03-19 02:10:11,8982923,60000000,90653471,123,466921099,,0.557575
24688453,2026-03-19 02:10:23,11765143,60000000,82714842,74,1218531172,,1.301246
24688454,2026-03-19 02:10:35,13283644,60000000,76430287,124,903945995,,0.980376
24688455,2026-03-19 02:10:47,59979457,60000000,71106805,1074,121159347,,0.192266
24688456,2026-03-19 02:10:59,19329554,60000000,79989069,362,337720455,,0.41771
24688457,2026-03-19 02:11:11,49032082,60000000,76432740,940,83334039,,0.159767
24688458,2026-03-19 02:11:23,43402139,60000000,82493882,683,141745739,,0.22424
24688459,2026-03-19 02:11:35,40210226,60000000,87100525,876,95927440,,0.183028
24688460,2026-03-19 02:11:47,18628984,60000000,90806008,222,387676674,,0.478483
24688461,2026-03-19 02:11:59,18915620,60000000,86503689,208,425695798,,0.512199
24688462,2026-03-19 02:12:11,7615785,60000000,82508524,65,1253917314,,1.336426
24688463,2026-03-19 02:12:23,14882273,60000000,74813156,205,784940149,,0.859753
24688464,2026-03-19 02:12:35,59928035,59941408,70100636,775,116908574,,0.187009
24688465,2026-03-19 02:12:47,50956120,59882873,78859305,1510,49223504,,0.128083
24688466,2026-03-19 02:12:59,49908617,59941351,85777824,736,220934197,,0.306712
24688467,2026-03-19 02:13:11,43406171,59999886,92910768,710,169258059,,0.262169
24688468,2026-03-19 02:13:23,25099355,60000000,98100706,366,324196001,,0.422297
24688469,2026-03-19 02:13:35,7015291,60000000,96097553,128,353734919,,0.449832
24688470,2026-03-19 02:13:47,13809740,59941408,86894327,159,762652861,,0.849547
24688471,2026-03-19 02:13:59,44845573,59882873,81037374,609,132143312,,0.213181
24688472,2026-03-19 02:14:11,59572931,59941351,86079684,759,167185198,,0.253265
24688473,2026-03-19 02:14:23,31900536,59999886,96707376,450,218261104,,0.314968
24688474,2026-03-19 02:14:35,19196340,60000000,97473216,238,350170143,,0.447643
24688475,2026-03-19 02:14:47,30098303,60000000,93085435,282,328487016,,0.421572
24688476,2026-03-19 02:14:59,31802152,60000000,93123562,700,139953038,,0.233077
24688477,2026-03-19 02:15:11,21519799,60000000,93822823,226,328653987,,0.422477
24688478,2026-03-19 02:15:23,18252971,60000000,90507672,516,72290211,,0.162798
24688479,2026-03-19 02:15:35,31124281,60000000,86077688,321,236357912,,0.322436
24688480,2026-03-19 02:15:47,6902314,60000000,86480919,152,366657003,,0.453138
24688481,2026-03-19 02:15:59,59995511,60000000,78157965,788,138728019,,0.216886
24688482,2026-03-19 02:16:11,42437269,60000000,87926248,659,149297821,,0.237224
24688483,2026-03-19 02:16:23,17495925,60000000,92482757,235,446495527,,0.538978
24688484,2026-03-19 02:16:35,41296345,60000000,87664377,835,174745931,,0.26241
24688485,2026-03-19 02:16:47,16487249,60000000,91790573,245,431308917,,0.523099
24688486,2026-03-19 02:16:59,15246851,60000000,86622477,292,313963943,,0.400586
24688487,2026-03-19 02:17:11,51547017,60000000,81297668,1246,59972710,,0.14127
24688488,2026-03-19 02:17:23,25479719,60000000,88596510,237,217365820,,0.305962
24688489,2026-03-19 02:17:35,29215700,60000000,86927839,258,147454545,,0.234382
24688490,2026-03-19 02:17:47,44621028,60000000,86643767,738,189156501,,0.2758
24688491,2026-03-19 02:17:59,40221284,60000000,91922187,395,218630666,,0.310553
24688492,2026-03-19 02:18:11,31926574,60000000,95837031,267,429045853,,0.524883
24688493,2026-03-19 02:18:23,20439918,60000000,96606352,325,224678634,,0.321285
24688494,2026-03-19 02:18:35,26965090,60000000,92758166,333,154699046,,0.247457
24688495,2026-03-19 02:18:47,52653605,60000000,91585197,625,464235013,,0.55582
24688496,2026-03-19 02:18:59,19184310,60000000,100229925,202,447537303,,0.547767
24688497,2026-03-19 02:19:11,51414435,60000000,95713026,738,137238524,,0.232952
24688498,2026-03-19 02:19:23,24969353,60000000,104253194,197,456609110,,0.560862
24688499,2026-03-19 02:19:35,42707549,60000000,102067940,507,164467329,,0.266535
24688500,2026-03-19 02:19:47,25518427,60000000,107472245,431,147307586,,0.25478
24688501,2026-03-19 02:19:59,11406579,60000000,105465393,90,630447907,,0.735913
24688502,2026-03-19 02:20:11,59472293,60000000,97294717,650,198949562,,0.296244
24688503,2026-03-19 02:20:23,53279540,60000000,109242627,419,209352322,,0.318595
24688504,2026-03-19 02:20:35,24198161,60000000,119838952,319,352177039,,0.472016
24688505,2026-03-19 02:20:47,20173911,60000000,116941926,176,474509258,,0.591451
24688506,2026-03-19 02:20:59,13110676,60000000,112154086,201,363481786,,0.475636
24688507,2026-03-19 02:21:11,23649777,60000000,104261559,195,449404641,,0.553666
24688508,2026-03-19 02:21:23,15549992,60000000,101502876,264,276648241,,0.378151
24688509,2026-03-19 02:21:35,59262620,60000000,95391554,614,154008652,,0.2494
24688510,2026-03-19 02:21:47,37035031,60000000,107022415,386,315900617,,0.422923
24688511,2026-03-19 02:21:59,46754844,60000000,110159523,853,98560122,,0.20872
24688512,2026-03-19 02:22:11,34710584,60000000,117849963,650,143083698,,0.260934
24688513,2026-03-19 02:22:23,23568504,60000000,120163055,474,168188865,,0.288352
24688514,2026-03-19 02:22:35,34419485,60000000,116942938,338,223537718,,0.340481
24688515,2026-03-19 02:22:47,18035437,60000000,119096386,228,371296402,,0.490393
24688516,2026-03-19 02:22:59,24890592,60000000,113159152,322,256750331,,0.369909
24688517,2026-03-19 02:23:11,13044116,60000000,110750085,237,324664817,,0.435415
24688518,2026-03-19 02:23:23,51928129,60000000,102925646,703,66322077,,0.169248
24688519,2026-03-19 02:23:35,24702216,59941408,112329674,203,417289195,,0.529619
24688520,2026-03-19 02:23:47,38892097,59882873,109861399,691,100264902,,0.210126
24688521,2026-03-19 02:23:59,19194412,59941351,113966630,193,420009892,,0.533977
24688522,2026-03-19 02:24:11,22676607,59999886,108844397,324,210399240,,0.319244
24688523,2026-03-19 02:24:23,36734590,60000000,105523124,770,54150340,,0.159673
24688524,2026-03-19 02:24:35,26996018,59941408,108484186,303,302899622,,0.411384
24688525,2026-03-19 02:24:47,19457339,59999943,107138262,316,285597078,,0.392735
24688526,2026-03-19 02:24:59,30277654,60000000,102431928,594,194726165,,0.297158
24688527,2026-03-19 02:25:11,36609393,60000000,102550430,219,504149574,,0.6067
24688528,2026-03-19 02:25:23,50937355,59941408,105374580,1025,89887999,,0.195263
24688529,2026-03-19 02:25:35,23786164,59999943,114589211,279,329771787,,0.444361
24688530,2026-03-19 02:25:47,9483668,60000000,111622395,199,270174058,,0.381796
24688531,2026-03-19 02:25:59,50647284,60000000,102080387,846,106339995,,0.20842
24688532,2026-03-19 02:26:11,6073483,60000000,110862398,160,235851009,,0.346713
24688533,2026-03-19 02:26:23,31916425,60000000,99810102,465,232090744,,0.331901
24688534,2026-03-19 02:26:35,55848650,60000000,100607096,898,81511031,,0.182118
24688535,2026-03-19 02:26:47,27287341,60000000,111442752,379,186440019,,0.297883
24688536,2026-03-19 02:26:59,17121527,60000000,110183143,310,278748891,,0.388932
24688537,2026-03-19 02:27:11,43884432,60000000,104270683,322,340712539,,0.444983
24688538,2026-03-19 02:27:23,36494107,60000000,110302929,588,149123067,,0.259426
24688539,2026-03-19 02:27:35,28062635,60000000,113287591,414,158729545,,0.272017
24688540,2026-03-19 02:27:47,5342842,60000000,112373094,101,422512058,,0.534885
24688541,2026-03-19 02:27:59,19659516,60000000,100828090,113,558151561,,0.65898
24688542,2026-03-19 02:28:11,46237047,60000000,96483877,1375,33285203,,0.129769
24688543,2026-03-19 02:28:23,38842469,60000000,103011432,572,214459380,,0.317471
24688544,2026-03-19 02:28:35,48974832,59941408,106806746,467,140514649,,0.247321
24688545,2026-03-19 02:28:47,24559441,59999943,115272384,374,278787248,,0.39406
24688546,2026-03-19 02:28:59,18418445,60000000,112659287,289,160619620,,0.273279
24688547,2026-03-19 02:29:11,57160741,59941408,107222747,565,193398005,,0.300621
24688548,2026-03-19 02:29:23,23231361,59999943,119382081,275,173096362,,0.292478
24688549,2026-03-19 02:29:35,37422402,59941351,116015200,619,127004928,,0.24302
24688550,2026-03-19 02:29:47,5036582,59999886,119620864,56,1355212479,,1.474833
24688551,2026-03-19 02:29:59,37735958,60000000,107178596,571,200123568,,0.307302
24688552,2026-03-19 02:30:11,53376993,60000000,110633300,934,99712465,,0.210346
24688553,2026-03-19 02:30:23,29983968,60000000,121409441,341,365229226,,0.486639
24688554,2026-03-19 02:30:35,18852537,60000000,121401331,275,215108702,,0.33651
24688555,2026-03-19 02:30:47,21332621,59941408,115762511,480,118335076,,0.234098
24688556,2026-03-19 02:30:59,47991708,59999943,111591913,694,160866574,,0.272458
24688557,2026-03-19 02:31:11,25918402,60000000,119957472,374,314106289,,0.434064
24688558,2026-03-19 02:31:23,17466357,60000000,117917397,414,340594963,,0.458512
24688559,2026-03-19 02:31:35,18345384,60000000,111759337,313,136854323,,0.248614
24688560,2026-03-19 02:31:47,59775466,60000000,106332204,1188,93818643,,0.200151
24688561,2026-03-19 02:31:59,18918158,60000000,119524249,330,131624942,,0.251149
24688562,2026-03-19 02:32:11,32078004,60000000,114005296,505,262536166,,0.376541
24688563,2026-03-19 02:32:23,17176497,60000000,114992393,171,601403233,,0.716396
24688564,2026-03-19 02:32:35,22217646,60000000,108848205,286,465642846,,0.574491
24688565,2026-03-19 02:32:47,37907152,60000000,105318642,484,153982287,,0.259301
24688566,2026-03-19 02:32:59,19666043,59941408,108788519,264,377354264,,0.486143
24688567,2026-03-19 02:33:11,23134573,59999943,104113000,189,730931995,,0.835045
24688568,2026-03-19 02:33:23,8603833,60000000,101134759,108,933622000,,1.034757
24688569,2026-03-19 02:33:35,59979117,60000000,92118525,1426,68364563,,0.160483
24688570,2026-03-19 02:33:47,56725501,60000000,103625325,1460,47170968,,0.150796
24688571,2026-03-19 02:33:59,10440687,60000000,115164653,179,473162857,,0.588328
24688572,2026-03-19 02:34:11,18960746,60000000,105779064,122,1199532113,,1.305311
24688573,2026-03-19 02:34:23,18232522,60000000,100913556,137,1207440386,,1.308354
24688574,2026-03-19 02:34:35,28635281,60000000,95965648,424,223687331,,0.319653
24688575,2026-03-19 02:34:47,54128647,60000000,95419956,1121,75587895,,0.171008
24688576,2026-03-19 02:34:59,22687885,60000000,105013099,343,234024129,,0.339037
24688577,2026-03-19 02:35:11,40087149,60000000,101813650,515,186864278,,0.288678
24688578,2026-03-19 02:35:23,17359804,60000000,106092856,334,402936861,,0.50903
24688579,2026-03-19 02:35:35,26861357,60000000,100505213,284,476109063,,0.576614
24688580,2026-03-19 02:35:47,33539592,60000000,99190839,732,64351960,,0.163543
24688581,2026-03-19 02:35:59,16010800,60000000,100653735,182,735959457,,0.836613
24688582,2026-03-19 02:36:11,20888980,60000000,94786797,175,556587061,,0.651374
24688583,2026-03-19 02:36:23,13701846,60000000,91188446,238,269498974,,0.360687
24688584,2026-03-19 02:36:35,33496874,60000000,84995933,381,301313448,,0.386309
24688585,2026-03-19 02:36:47,59988068,60000000,86234349,1373,59434520,,0.145669
24688586,2026-03-19 02:36:59,34289243,60000000,97009355,520,181506478,,0.278516
24688587,2026-03-19 02:37:11,33649242,60000000,98743091,462,420760389,,0.519503
24688588,2026-03-19 02:37:23,31952615,60000000,100244496,388,308681033,,0.408926
24688589,2026-03-19 02:37:35,24551395,60000000,101060074,302,296220076,,0.39728
24688590,2026-03-19 02:37:47,30413875,59941408,98765756,410,259828230,,0.358594
24688591,2026-03-19 02:37:59,34120339,59999943,98948309,324,280964978,,0.379913
24688592,2026-03-19 02:38:11,17969572,60000000,100647075,123,821834905,,0.922482
24688593,2026-03-19 02:38:23,59985886,60000000,95601961,1029,102896291,,0.198498
24688594,2026-03-19 02:38:35,14134773,60000000,107546583,106,1017213713,,1.12476
24688595,2026-03-19 02:38:47,49059285,60000000,100437205,729,103308059,,0.203745
24688596,2026-03-19 02:38:59,24872932,60000000,108413293,431,189359729,,0.297773
24688597,2026-03-19 02:39:11,26849378,60000000,106097284,434,288484774,,0.394582
24688598,2026-03-19 02:39:23,9092008,60000000,104704483,230,142995562,,0.2477
24688599,2026-03-19 02:39:35,40007122,60000000,95582981,371,333813918,,0.429397
24688600,2026-03-19 02:39:47,22153089,59941408,99568441,331,252843000,,0.352411
24688601,2026-03-19 02:39:59,9833117,59999943,96321989,79,764760547,,0.861083
24688602,2026-03-19 02:40:11,59919864,60000000,88228184,764,142515897,,0.230744
24688603,2026-03-19 02:40:23,18904540,60000000,99227247,115,491732281,,0.59096
24688604,2026-03-19 02:40:35,59980665,60000000,94639864,1268,80448494,,0.175088
24688605,2026-03-19 02:40:47,41775375,60000000,106462222,661,162477532,,0.26894
24688606,2026-03-19 02:40:59,18628521,60000000,111685691,227,287531911,,0.399218
24688607,2026-03-19 02:41:11,18165859,60000000,106393894,263,302885134,,0.409279
24688608,2026-03-19 02:41:23,29016586,60000000,101147726,458,250110562,,0.351258
24688609,2026-03-19 02:41:35,27424303,60000000,100733268,296,283994723,,0.384728
24688610,2026-03-19 02:41:47,41705380,60000000,99652192,645,88735444,,0.188388
24688611,2026-03-19 02:41:59,27620382,60000000,104512470,296,174539904,,0.279052
24688612,2026-03-19 02:42:11,31030512,60000000,103476222,382,235279065,,0.338755
24688613,2026-03-19 02:42:23,24010519,60000000,103920528,287,207908140,,0.311829
24688614,2026-03-19 02:42:35,21957031,60000000,101327070,277,334451907,,0.435779
24688615,2026-03-19 02:42:47,59996666,60000000,97931360,1400,93374396,,0.191306
24688616,2026-03-19 02:42:59,16497730,60000000,110171419,255,283099057,,0.39327
24688617,2026-03-19 02:43:11,35876776,60000000,103973235,579,187728608,,0.291702
24688618,2026-03-19 02:43:23,24417614,60000000,106519182,338,164377748,,0.270897
24688619,2026-03-19 02:43:35,16021683,60000000,104041553,179,304610738,,0.408652
24688620,2026-03-19 02:43:47,35021134,60000000,97981863,414,161575625,,0.259557
24688621,2026-03-19 02:43:59,38611460,60000000,100031779,777,145460710,,0.245492
24688622,2026-03-19 02:44:11,8820610,60000000,103621027,245,283778990,,0.3874
24688623,2026-03-19 02:44:23,40149046,60000000,94476735,404,338115496,,0.432592
24688624,2026-03-19 02:44:35,12854981,60000000,98471938,364,85754197,,0.184226
24688625,2026-03-19 02:44:47,59999146,60000000,91437342,1291,71759021,,0.163196
24688626,2026-03-19 02:44:59,19405337,60000000,102866684,210,351640063,,0.454507
24688627,2026-03-19 02:45:11,21956755,60000000,98325693,487,146047196,,0.244373
24688628,2026-03-19 02:45:23,13705610,60000000,95030453,309,158207601,,0.253238
24688629,2026-03-19 02:45:35,59999649,60000000,88578523,559,242407484,,0.330986
24688630,2026-03-19 02:45:47,11840823,60000000,99650708,205,209812052,,0.309463
24688631,2026-03-19 02:45:59,35525647,59941408,92110813,640,174603278,,0.266714
24688632,2026-03-19 02:46:11,15195128,59999943,94244856,339,211548125,,0.305793
24688633,2026-03-19 02:46:23,33747221,59941351,88431183,438,182658762,,0.27109
